content_id,content_type,name,chapter,owner,work_item,dependencies,first_available_after,description,design_status,runtime_status,art_status,audio_status,test_status,evidence,asset_key,localization_key,release_gate
S1-S05-01,scene,裂冰栈道,5,Stage & Map,L06,S1-R05,S1-M04-08,冰裂带预告路线崩断，强迫分段移动,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-s05-01,content.s1-s05-01,R01
S1-S05-02,scene,霜灯高台,5,Stage & Map,L06,S1-R05,S1-M04-08,冰裂带预告路线崩断，强迫分段移动,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-s05-02,content.s1-s05-02,R01
S1-CH05,chapter,第5章·雪脊,5,Campaign Flow,ST-S01,,S1-M04-08,点亮信标联络各域，打开登塔路线,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-ch05,R01
S1-C05,character,鸣雷使,5,Character Loadout,ST-S03,S1-A13,S1-M04-08,连续换目标积累雷链；单目标蓄势较慢，偏群体转火,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-c05,content.s1-c05,R01
S1-A13,active,鸣雷签,5,WeaponSystem,L14,,S1-M04-08,目标间跳跃的雷链,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-a13,content.s1-a13,R01
S1-P13,passive,导电经,5,SkillDraftSystem,L15,,S1-M04-08,连锁目标上限,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-p13,content.s1-p13,R01
S1-N13,normal_enemy,雪鬃猊,5,EnemySystem,L09,,S1-M04-08,冲刺后滑行暴露侧面,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-n13,content.s1-n13,R01
S1-A14,active,引霆针,5,WeaponSystem,L14,,S1-M04-08,标记落点后延迟雷击,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-a14,content.s1-a14,R01
S1-P14,passive,聚霆诀,5,SkillDraftSystem,L15,,S1-M04-08,延迟标记爆发,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-p14,content.s1-p14,R01
S1-N14,normal_enemy,霜灯蛾,5,EnemySystem,L09,,S1-M04-08,短暂照亮并强化附近同类,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-n14,content.s1-n14,R01
S1-A15,active,逐电轮,5,WeaponSystem,L14,,S1-M04-08,沿移动轨迹发射折返电轮,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-a15,content.s1-a15,R01
S1-P15,passive,回流法,5,SkillDraftSystem,L15,,S1-M04-08,弹道返回效率,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-p15,content.s1-p15,R01
S1-N15,normal_enemy,冰棘蠕虫,5,EnemySystem,L09,,S1-M04-08,分段刺出逼迫横移,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-n15,content.s1-n15,R01
S1-E05,elite,霜灯哨长,5,Elite Enemies,L19,,S1-M04-08,点灯蓄势，可破灯打断,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-e05,content.s1-e05,R01
S1-B05,boss,照夜霜鹫,5,BossStateMachine,L18,,S1-M05-07,光暗信标与俯冲冰裂,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-b05,content.s1-b05,R01
S1-M05-01,mission,点亮风雪信标,5,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S05-01;S1-O-CLEANSE;S1-M04-08,S1-M04-08,短时安全灯区帮助识别冰裂,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m05-01,R01
S1-M05-02,mission,护送暖源车,5,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S05-01;S1-O-ESCORT;S1-M05-01,S1-M05-01,移动暖源与冰裂路段交替,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m05-02,R01
S1-M05-03,mission,追猎失控哨长,5,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S05-01;S1-O-HUNT;S1-M05-02,S1-M05-02,优先破灯打断强化,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m05-03,R01
S1-M05-04,mission,守住裂冰入口,5,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S05-01;S1-O-SURVIVE;S1-M05-03,S1-M05-03,滑行冲锋与地刺混编,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m05-04,R01
S1-M05-05,mission,拆除霜链,5,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S05-02;S1-O-BREAK;S1-M05-04,S1-M05-04,选择跨过裂带的输出窗口,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m05-05,R01
S1-M05-06,mission,恢复高台灯阵,5,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S05-02;S1-O-CLEANSE;S1-M05-05,S1-M05-05,多个光区需要不同先后顺序,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m05-06,R01
S1-M05-07,mission,护送信使登台,5,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S05-02;S1-O-ESCORT;S1-M05-06,S1-M05-06,暴风阶段在停靠点防守,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m05-07,R01
S1-M05-08,mission,照夜霜鹫,5,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S05-02;S1-O-BOSS;S1-M05-07;S1-B05,S1-M05-07,信标揭示俯冲落点，避开冰裂围堵,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m05-08,R01
S1-R06,region,墨泽,6,Stage & Map,L06,,S1-M05-08,孢雾遮挡危险外缘，净化后恢复视野,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-r06,content.s1-r06,R01
S1-S06-01,scene,菌沼环岸,6,Stage & Map,L06,S1-R06,S1-M05-08,孢雾遮挡危险外缘，净化后恢复视野,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-s06-01,content.s1-s06-01,R01
S1-S06-02,scene,残碑内泽,6,Stage & Map,L06,S1-R06,S1-M05-08,孢雾遮挡危险外缘，净化后恢复视野,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-s06-02,content.s1-s06-02,R01
S1-CH06,chapter,第6章·墨泽,6,Campaign Flow,ST-S01,,S1-M05-08,找到逆转抽取的方法与受污染灵药,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-ch06,R01
S1-C06,character,缚根者,6,Character Loadout,ST-S03,S1-A16,S1-M05-08,控制区内资源循环较好；对抗免控强敌需组合，偏控制,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-c06,content.s1-c06,R01
S1-A16,active,缚根环,6,WeaponSystem,L14,,S1-M05-08,根须范围束缚；对Boss改为减速窗口,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-a16,content.s1-a16,R01
S1-P16,passive,生根诀,6,SkillDraftSystem,L15,,S1-M05-08,控制覆盖与衰减,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-p16,content.s1-p16,R01
S1-N16,normal_enemy,囊孢兽,6,EnemySystem,L09,,S1-M05-08,受击膨胀，延迟爆裂可脱离,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-n16,content.s1-n16,R01
S1-A17,active,孢光囊,6,WeaponSystem,L14,,S1-M05-08,扩散孢子后延迟引爆,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-a17,content.s1-a17,R01
S1-P17,passive,蕴孢谱,6,SkillDraftSystem,L15,,S1-M05-08,延迟爆发范围,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-p17,content.s1-p17,R01
S1-N17,normal_enemy,泥缚手,6,EnemySystem,L09,,S1-M05-08,固定区域拉扯减速,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-n17,content.s1-n17,R01
S1-A18,active,刺藤鞭,6,WeaponSystem,L14,,S1-M05-08,方向性扫击与牵引小型敌人,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-a18,content.s1-a18,R01
S1-P18,passive,韧藤法,6,SkillDraftSystem,L15,,S1-M05-08,控制失效后的补偿伤害,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-p18,content.s1-p18,R01
S1-N18,normal_enemy,映雾蛉,6,EnemySystem,L09,,S1-M05-08,投射诱饵后本体位移,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-n18,content.s1-n18,R01
S1-E06,elite,孢冠守者,6,Elite Enemies,L19,,S1-M05-08,孢区接力，可提前净化,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-e06,content.s1-e06,R01
S1-B06,boss,泽心孢母,6,BossStateMachine,L18,,S1-M06-07,净化空间与孢潮转换,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-b06,content.s1-b06,R01
S1-M06-01,mission,净化菌沼入口,6,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S06-01;S1-O-CLEANSE;S1-M05-08,S1-M05-08,清理近处雾区恢复视野,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m06-01,R01
S1-M06-02,mission,猎取污染样本,6,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S06-01;S1-O-HUNT;S1-M06-01,S1-M06-01,诱饵与真身区分,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m06-02,R01
S1-M06-03,mission,护送采样灯,6,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S06-01;S1-O-ESCORT;S1-M06-02,S1-M06-02,移动照明揭示拉扯区,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m06-03,R01
S1-M06-04,mission,拔除孢根,6,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S06-01;S1-O-BREAK;S1-M06-03,S1-M06-03,断根防止相邻区域扩散,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m06-04,R01
S1-M06-05,mission,守住残碑,6,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S06-02;S1-O-SURVIVE;S1-M06-04,S1-M06-04,延迟孢爆迫使控制击杀位置,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m06-05,R01
S1-M06-06,mission,净化三块残碑,6,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S06-02;S1-O-CLEANSE;S1-M06-05,S1-M06-05,净化窗口被不同敌群轮替压迫,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m06-06,R01
S1-M06-07,mission,追猎孢冠守者,6,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S06-02;S1-O-HUNT;S1-M06-06,S1-M06-06,提前清掉下一片孢区取得窗口,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m06-07,R01
S1-M06-08,mission,泽心孢母,6,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S06-02;S1-O-BOSS;S1-M06-07;S1-B06,S1-M06-07,开辟净化路线，在孢潮切换时进攻,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m06-08,R01
S1-R07,region,悬台,7,Stage & Map,L06,,S1-M06-08,风向与移动平台迫使观察过桥窗口,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-r07,content.s1-r07,R01
S1-S07-01,scene,逐风索桥,7,Stage & Map,L06,S1-R07,S1-M06-08,风向与移动平台迫使观察过桥窗口,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-s07-01,content.s1-s07-01,R01
S1-S07-02,scene,断锚天台,7,Stage & Map,L06,S1-R07,S1-M06-08,风向与移动平台迫使观察过桥窗口,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-s07-02,content.s1-s07-02,R01
S1-CH07,chapter,第7章·悬台,7,Campaign Flow,ST-S01,,S1-M06-08,断开外层锚链，阻止中枢继续补充能量,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-ch07,R01
S1-C07,character,寒弓客,7,Character Loadout,ST-S03,S1-A19,S1-M06-08,移动中蓄力、停步短窗释放；近身容错低，偏节奏射击,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-c07,content.s1-c07,R01
S1-A19,active,霜羽弓,7,WeaponSystem,L14,,S1-M06-08,蓄力穿透冰箭,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-a19,content.s1-a19,R01
S1-P19,passive,凝霜诀,7,SkillDraftSystem,L15,,S1-M06-08,蓄力效率,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-p19,content.s1-p19,R01
S1-N19,normal_enemy,鸣风隼,7,EnemySystem,L09,,S1-M06-08,交错俯冲形成路线夹击,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-n19,content.s1-n19,R01
S1-A20,active,碎冰镜,7,WeaponSystem,L14,,S1-M06-08,受击方向形成短时反射碎片,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-a20,content.s1-a20,R01
S1-P20,passive,映寒经,7,SkillDraftSystem,L15,,S1-M06-08,反射次数,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-p20,content.s1-p20,R01
S1-N20,normal_enemy,浮锚偶,7,EnemySystem,L09,,S1-M06-08,投下可摧毁锚索封路,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-n20,content.s1-n20,R01
S1-A21,active,雪尘幡,7,WeaponSystem,L14,,S1-M06-08,移动留下减速地带,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-a21,content.s1-a21,R01
S1-P21,passive,踏雪法,7,SkillDraftSystem,L15,,S1-M06-08,移动地带宽度,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-p21,content.s1-p21,R01
S1-N21,normal_enemy,巡桥灵,7,EnemySystem,L09,,S1-M06-08,移动屏障掩护身后敌群,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-n21,content.s1-n21,R01
S1-E07,elite,断索飞卫,7,Elite Enemies,L19,,S1-M06-08,沿桥跨越，落点预警可反制,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-e07,content.s1-e07,R01
S1-B07,boss,悬锚巨灵,7,BossStateMachine,L18,,S1-M07-07,锚点破坏与移动桥面,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-b07,content.s1-b07,R01
S1-M07-01,mission,守住逐风桥,7,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S07-01;S1-O-SURVIVE;S1-M06-08,S1-M06-08,交错俯冲与风向改变移动窗口,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m07-01,R01
S1-M07-02,mission,护送解锚使,7,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S07-01;S1-O-ESCORT;S1-M07-01,S1-M07-01,短桥停靠点与追兵交替,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m07-02,R01
S1-M07-03,mission,追击断索飞卫,7,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S07-01;S1-O-HUNT;S1-M07-02,S1-M07-02,预判落点截击，避免无限追逐,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m07-03,R01
S1-M07-04,mission,净化浮桥锚座,7,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S07-01;S1-O-CLEANSE;S1-M07-03,S1-M07-03,先处理封路索，再进入净化区,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m07-04,R01
S1-M07-05,mission,拆断外层锚链,7,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S07-02;S1-O-BREAK;S1-M07-04,S1-M07-04,锚链解除改变下一段桥面,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m07-05,R01
S1-M07-06,mission,护送地脉容器,7,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S07-02;S1-O-ESCORT;S1-M07-05,S1-M07-05,保持距离保护容器并引开屏障敌,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m07-06,R01
S1-M07-07,mission,切断援军升台,7,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S07-02;S1-O-BREAK;S1-M07-06,S1-M07-06,同时压力下选择拆除次序,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m07-07,R01
S1-M07-08,mission,悬锚巨灵,7,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S07-02;S1-O-BOSS;S1-M07-07;S1-B07,S1-M07-07,在移动桥面周期中处理锚点与本体,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m07-08,R01
S1-R08,region,寂庭,8,Stage & Map,L06,,S1-M07-08,已学环境机制按可预告顺序组合,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-r08,content.s1-r08,R01
S1-S08-01,scene,空庭回廊,8,Stage & Map,L06,S1-R08,S1-M07-08,已学环境机制按可预告顺序组合,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-s08-01,content.s1-s08-01,R01
S1-S08-02,scene,归脉中枢,8,Stage & Map,L06,S1-R08,S1-M07-08,已学环境机制按可预告顺序组合,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-s08-02,content.s1-s08-02,R01
S1-CH08,chapter,第8章·寂庭,8,Campaign Flow,ST-S01,,S1-M07-08,进入中枢，解除守门装置并终止抽取,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-ch08,R01
S1-C08,character,墨印师,8,Character Loadout,ST-S03,S1-A22,S1-M07-08,不同印记轮替产生连携；重复同印无额外收益，偏顺序构筑,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-c08,content.s1-c08,R01
S1-A22,active,回墨符,8,WeaponSystem,L14,,S1-M07-08,命中留下可被异类印记触发的墨印,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-a22,content.s1-a22,R01
S1-P22,passive,藏墨谱,8,SkillDraftSystem,L15,,S1-M07-08,印记容量,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-p22,content.s1-p22,R01
S1-N22,normal_enemy,空壳卫,8,EnemySystem,L09,,S1-M07-08,短时护盾后追击,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-n22,content.s1-n22,R01
S1-A23,active,蚀纹盘,8,WeaponSystem,L14,,S1-M07-08,固定区域周期消耗印记,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-a23,content.s1-a23,R01
S1-P23,passive,蚀痕诀,8,SkillDraftSystem,L15,,S1-M07-08,消耗印记返还,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-p23,content.s1-p23,R01
S1-N23,normal_enemy,缄印使,8,EnemySystem,L09,,S1-M07-08,可打断的范围封印施法,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-n23,content.s1-n23,R01
S1-A24,active,空相针,8,WeaponSystem,L14,,S1-M07-08,穿越目标后回击有印记敌人,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-a24,content.s1-a24,R01
S1-P24,passive,空纹法,8,SkillDraftSystem,L15,,S1-M07-08,跨目标印记转移,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-p24,content.s1-p24,R01
S1-N24,normal_enemy,噬流体,8,EnemySystem,L09,,S1-M07-08,吸收附近印记区后改变攻击方向,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-n24,content.s1-n24,R01
S1-E08,elite,寂印执卫,8,Elite Enemies,L19,,S1-M07-08,三类封印轮替后有统一空窗,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-e08,content.s1-e08,R01
S1-B08,boss,守庭无面,8,BossStateMachine,L18,,S1-M08-06,组合封印与关键解除窗口,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-b08,content.s1-b08,R01
S1-M08-01,mission,清除空庭残印,8,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S08-01;S1-O-CLEANSE;S1-M07-08,S1-M07-08,复合危险按预告顺序出现,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m08-01,R01
S1-M08-02,mission,破开回廊锁,8,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S08-01;S1-O-BREAK;S1-M08-01,S1-M08-01,利用此前获取的信息选择锚点顺序,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m08-02,R01
S1-M08-03,mission,护送归脉匣,8,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S08-01;S1-O-ESCORT;S1-M08-02,S1-M08-02,处理封印施法，保护缓行目标,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m08-03,R01
S1-M08-04,mission,追猎缄印核心,8,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S08-01;S1-O-HUNT;S1-M08-03,S1-M08-03,敌群掩护可打断目标，必须转火,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m08-04,R01
S1-M08-05,mission,守住中枢入口,8,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S08-02;S1-O-SURVIVE;S1-M08-04,S1-M08-04,各域代表敌群按可读节奏轮替,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m08-05,R01
S1-M08-06,mission,关闭输送节点,8,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S08-02;S1-O-BREAK;S1-M08-05,S1-M08-05,每个节点对应一种已掌握反制,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m08-06,R01
S1-M08-07,mission,守庭无面,8,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S08-02;S1-O-BOSS;S1-M08-06;S1-B08,S1-M08-06,解除三类封印，取得终局入口,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m08-07,R01
S1-M08-08,mission,归脉中枢,8,Campaign Flow / Mission Objectives,ST-S01;ST-S02,S1-S08-02;S1-O-BOSS;S1-M08-07;S1-B09,S1-M08-07,终止抽取并进入结局；完成即持久化主线通关,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-m08-08,R01
S1-B09,boss,归脉中枢,8,BossStateMachine,L18,,S1-M08-07,关闭输送节点后开放核心；收束此前六类目标经验,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-b09,content.s1-b09,R01
S1-V01,evolution,流光回阵,1,WeaponSystem / SkillDraftSystem,L14;L15,S1-A01;S1-P01,START,飞剑来回穿行组成移动走廊,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-v01,content.s1-v01,R01
S1-V02,evolution,星环追刃,1,WeaponSystem / SkillDraftSystem,L14;L15,S1-A02;S1-P02,START,回旋刃围绕标记目标展开,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-v02,content.s1-v02,R01
S1-V03,evolution,薪火接界,2,WeaponSystem / SkillDraftSystem,L14;L15,S1-A04;S1-P04,S1-M01-08,相邻燃烧区接力扩散,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-v03,content.s1-v03,R01
S1-V04,evolution,千焰折扇,2,WeaponSystem / SkillDraftSystem,L14;L15,S1-A05;S1-P05,S1-M01-08,热浪折返并向侧翼展开,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-v04,content.s1-v04,R01
S1-V05,evolution,回刃护城,3,WeaponSystem / SkillDraftSystem,L14;L15,S1-A07;S1-P07,S1-M02-08,近身防御与环刃反击联动,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-v05,content.s1-v05,R01
S1-V06,evolution,沧音连环,3,WeaponSystem / SkillDraftSystem,L14;L15,S1-A08;S1-P08,S1-M02-08,声波回响形成安全退路,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-v06,content.s1-v06,R01
